Station_number,Observation_time,Showalter_index,Lifted_index,SWEAT_index,Precipitable_water_mm_for_entire_sounding
42647,060628/1200,-0.68,-2.72,284.99,69.22
42647,060629/1200,-0.48,-3.72,280.6,77.96
42647,060630/0000,-0.9,-4.15,244.27,61.35
42647,060630/1200,-2.03,-4.14,272.01,62.22
42647,060501/0000,-4.62,-3.91,,37.64
42647,060501/1200,1.04,-1.27,166.98,29.9
42647,060502/0000,-1.5,-5.03,,30.81
42647,060503/0000,4.19,0.9,50.01,26.58
42647,060504/0000,-4.33,-7.26,309.79,47.68
42647,060504/1200,-3.3,-3.2,278.8,40.96
42647,060505/0000,0.53,-2.74,120.21,28.85
42647,060505/1200,-9.33,-15.05,513.01,63.7
42647,060506/0000,4.47,2.01,41.19,22.78
42647,060506/1200,1.26,4.11,175.59,31.97
42647,060507/0000,3.65,4.2,147.62,33.05
42647,060508/0000,-4.66,-5.76,328.59,50.58
42647,060508/1200,1.16,-5.71,164.19,32.54
42647,060509/0000,0.46,-3.08,118.38,26.84
42647,060509/1200,-2.12,-5.64,240.76,40.38
42647,060511/1200,4.03,1.77,166.61,37.44
42647,060512/0000,7.48,-0.47,74.4,25.02
42647,060512/1200,7.52,5.7,64.59,23.4
42647,060513/0000,7.45,-0.62,99.79,29.19
42647,060513/1200,6.66,1.69,102.42,25.78
42647,060514/0000,10.55,-0.78,32.01,22.28
42647,060514/1200,1.33,-3.1,171.78,32.49
42647,060515/0000,4.2,-4.23,165.78,46.32
42647,060515/1200,1.4,-5.53,208.81,43.04
42647,060516/0000,6.2,-3.13,110.41,35.59
42647,060516/1200,-1.55,-8.19,248.6,54.8
42647,060517/0000,1.13,-2.86,184.81,34.91
42647,060517/1200,2.79,-0.76,156.41,33.75
42647,060518/0000,7.04,-3.99,104.02,41.21
42647,060518/1200,-2.96,-1.11,240.41,51.84
42647,060519/0000,2.67,-1.59,197.6,43.31
42647,060519/1200,-0.5,-2.64,304.77,32.32
42647,060520/0000,-0.49,-4.54,262.52,43.53
42647,060520/1200,-5.03,-7.57,329.39,40.33
42647,060521/0000,-3.7,-9.16,279.6,40.75
42647,060521/1200,-6.87,-7.98,416.99,49.52
42647,060522/1200,-11.68,-13.75,614.8,65.13
42647,060523/0000,-2.5,-9.45,244,46.56
42647,060523/1200,-3.7,-6.62,291.2,46.02
42647,060524/0000,1.55,1.8,172.61,42.71
42647,060524/1200,-4.18,-5.64,306.4,43.16
42647,060525/0000,-5.13,-6.48,332.99,41.11
42647,060525/1200,-6.61,-7.45,412,43.37
42647,060526/0000,-3.18,-5.02,251.38,41.13
42647,060526/1200,-7.58,-13.17,421.86,87.12
42647,060527/0000,-2.74,-4.98,244.61,35.9
42647,060527/1200,-2.58,-5.54,248.8,35.64
42647,060528/0000,0.37,1.26,168.41,38.31
42647,060528/1200,-5.88,-4.86,376.39,63.19
42647,060529/0000,4.74,-5.57,94.19,34.92
42647,060529/1200,-7.67,-8.59,420.6,68.79
42647,060530/1200,-1.69,-5.18,244.18,42.44
42647,060531/0000,-5.14,-9.56,316.39,65.64
42647,060531/1200,1.25,-5.81,,55.92
42647,060401/0000,9.8,7.3,69.02,11.89
42647,060401/1200,-1.01,-2.44,215.4,37.2
42647,060402/0000,9.39,3.4,46.99,16.8
42647,060402/1200,0.18,2.4,210.2,41.48
42647,060403/0000,10.51,10.76,49.61,18.9
42647,060403/1200,7.51,3.57,114.19,26.92
42647,060404/0000,8.13,4.61,106.21,27.81
42647,060405/0000,4.86,1.11,84.99,21.33
42647,060405/1200,1.48,0.04,207.18,36.63
42647,060406/0000,-1.56,-1.52,189.21,42.13
42647,060406/1200,2.12,0.11,168.99,37.11
42647,060407/0000,10.17,7.53,36.01,16.04
42647,060407/1200,2.12,-2.35,181.21,35.65
42647,060408/0000,4.41,4,64.98,19.65
42647,060408/1200,1.47,3.13,182.82,33.39
42647,060409/0000,7.02,5.06,128.78,25.61
42647,060409/1200,5.13,0.99,138.22,24.12
42647,060410/0000,9.06,5.97,67,18.98
42647,060410/1200,4.55,2.85,173.6,30.71
42647,060411/0000,8.25,6.41,36.01,14.13
42647,060411/1200,3.66,-0.2,146.21,29
42647,060412/0000,7.52,0.8,54.99,19.64
42647,060412/1200,-8.78,-1.95,446.19,36.45
42647,060413/0000,7.84,-0.12,43.98,21.96
42647,060413/1200,-2.49,-9.37,234,44.67
42647,060414/0000,11.46,5.52,40,18.69
42647,060415/0000,2.33,-2.19,,28.28
42647,060415/1200,-3.84,-3.08,333.61,44.1
42647,060416/0000,5.05,-0.62,63.99,27.43
42647,060416/1200,-0.81,6.3,195.81,41.16
42647,060417/0000,4.54,-1.61,76.14,22.32
42647,060417/1200,4.2,1.57,172.19,28.45
42647,060418/0000,1.28,5.01,116.19,20
42647,060418/1200,5.66,-7.89,140.38,37.21
42647,060419/0000,1.89,0.75,126.42,25.53
42647,060419/1200,0.75,-3.51,147.18,33.07
42647,060420/0000,-0.19,0.3,146.8,33.18
42647,060420/1200,-0.01,-4.21,165.81,35.69
42647,060421/0000,-1.7,1.02,221.2,30.48
42647,060421/1200,-0.4,-5.88,158.8,35.65
42647,060422/0000,-1.78,-2.68,213.39,31.3
42647,060422/1200,-4.56,-7.13,329.22,42.95
42647,060423/0000,0.31,-3.46,137.03,23.44
42647,060423/1200,-5.46,-7.76,350.59,39.02
42647,060424/0000,-2.69,-4.85,,40.82
42647,060424/1200,-0.59,-2.59,201.01,40.89
42647,060425/0000,0.65,-5.04,,26.69
42647,060425/1200,0.68,2.74,176.61,32.73
42647,060426/1200,1.17,-3.59,133.82,20.16
42647,060427/0000,4.73,-3.05,,35.18
42647,060427/1200,5.21,1.51,106,20.93
42647,060428/0000,-2.33,-6.47,,37.8
42647,060428/1200,-1.22,-4.37,214.81,36.23
42647,060429/0000,-3.01,-7.02,,38.52
42647,060429/1200,-3.89,-6.37,279.99,54.03
42647,060430/0000,0.34,-6.36,,32.8
42647,060430/1200,5.13,2.67,67.99,18.74
42647,060301/0000,5.26,7.29,82.39,21.18
42647,060301/1200,6.32,4.48,51.01,19.83
42647,060302/0000,4.12,6.37,56.99,13.55
42647,060302/1200,7.49,5.81,16.98,13.45
42647,060303/0000,8,12.45,30.01,14
42647,060303/1200,-25.41,-6.38,1094.8,64.14
42647,060304/0000,5.51,13.6,79.98,17.96
42647,060304/1200,8.6,5.26,58,12.98
42647,060305/0000,8.92,6.88,46.99,14.88
42647,060305/1200,11.96,8.89,53.98,10.27
42647,060306/0000,7.61,4.2,52.99,12.74
42647,060306/1200,2.48,-0.55,100.21,23.78
42647,060307/0000,9.78,12.11,56.99,8.46
42647,060307/1200,-10.26,-9.83,555.39,59.93
42647,060308/0000,3.09,3.18,69.41,21.28
42647,060308/1200,1.5,-2.89,80.99,23.51
42647,060309/0000,-1.27,-6.51,249.81,44.14
42647,060309/1200,-1.3,-3.21,283.2,33.82
42647,060310/0000,-4.47,-3.93,316.39,30.08
42647,060310/1200,1.06,0.57,148.41,29.92
42647,060311/0000,2.45,2.55,121.98,26.25
42647,060311/1200,5.83,9.23,146.4,19.05
42647,060312/0000,7.97,6.08,50.4,17.18
42647,060312/1200,9.06,6.54,126.85,15.59
42647,060313/0000,2.5,7.23,115.41,21.34
42647,060313/1200,-1.3,-5.37,210.59,33.74
42647,060314/0000,-3.38,-3.21,295.01,29.86
42647,060314/1200,1.25,1.98,138.8,21.7
42647,060315/0000,4.23,-0.79,,22.75
42647,060315/1200,6.31,7.32,80.99,56.89
42647,060316/0000,1.87,5.25,57.79,14.47
42647,060316/1200,-1.51,-5.56,189.8,26.39
42647,060317/0000,5.46,9.36,53.01,12.92
42647,060317/1200,-0.26,-0.03,176.61,25.46
42647,060318/0000,7.16,5.68,,22.73
42647,060318/1200,-0.32,0.4,166,28.66
42647,060319/0000,0.72,0.99,161.41,32.34
42647,060319/1200,3.67,2.3,79.01,19.47
42647,060321/0000,6.73,4.46,71.39,14.97
42647,060321/1200,5.03,2.05,123.81,29.39
42647,060322/0000,7.01,8.18,65.02,14.64
42647,060322/1200,8.94,1.7,63.01,25.13
42647,060323/0000,4.03,9.83,118.78,20.57
42647,060323/1200,3.12,2.15,151.8,29.63
42647,060324/0000,-9.5,3.86,567.59,24.08
42647,060325/0000,8.34,3.54,161.98,29.79
42647,060325/1200,5.81,3.32,77.99,15.3
42647,060326/1200,6.47,4.02,48,15.89
42647,060327/0000,6.16,6.9,80.22,12.31
42647,060327/1200,2.14,-0.36,85.98,18.8
42647,060328/0000,5.5,7.56,82.03,15.4
42647,060328/1200,5.9,2.22,47.38,16.9
42647,060329/0000,7.98,12.96,54,11.45
42647,060329/1200,7.75,3.18,26.01,12.16
42647,060330/0000,10.71,19.45,30.01,8.35
42647,060330/1200,4.72,0.41,100.8,29.04
42647,060331/0000,-3.85,2.9,288.82,43.52
42647,060331/1200,8.04,9.01,,19.46
42647,060201/0000,7.43,8.5,,18.47
42647,060202/0000,8.62,8.11,,14.44
42647,060202/1200,,3.27,,2.61
42647,060203/0000,1.39,3.19,,20.26
42647,060203/1200,5.15,2.81,57.59,17.08
42647,060204/0000,4.12,4.54,,14.01
42647,060204/1200,3.95,0.48,58.18,14.91
42647,060205/0000,8.88,5.44,,8.21
42647,060205/1200,6.31,2.81,21.99,10.82
42647,060206/1200,6.36,2.77,28.98,11.87
42647,060207/1200,7.73,1.72,47.87,8.19
42647,060208/0000,0.25,-1.25,,18.76
42647,060208/1200,-1.23,-3.38,186.58,22.7
42647,060209/1200,4.45,1.72,55.81,15.42
42647,060210/0000,9.24,7.48,,12.04
42647,060210/1200,7.01,4.86,50.18,11.8
42647,060211/0000,10.12,7.26,,8.32
42647,060211/1200,51.1,47.02,17.31,7.45
42647,060213/0000,9.12,6.61,,10.37
42647,060218/0000,7.11,1.01,,15.74
42647,060218/1200,,-0.81,,15.05
42647,060219/0000,3.27,0.62,,19.45
42647,060219/1200,8.56,-2.09,35,14.09
42647,060220/0000,9.59,2.93,,14.34
42647,060220/1200,7.97,-2.39,58,17.61
42647,060221/0000,9.54,10.93,,10.11
42647,060221/1200,1.69,-0.96,122.78,23.82
42647,060222/0000,1.14,4.59,,23.74
42647,060222/1200,8.97,9.09,68.19,12.34
42647,060223/0000,7.31,6.65,,12.05
42647,060223/1200,0.57,2.47,183.79,27.48
42647,060224/0000,1.47,12.38,,19.12
42647,060224/1200,0.82,-1.68,142.8,27.19
42647,060225/0000,5.57,5.81,,19.41
42647,060225/1200,-0.06,-5.26,116.38,27.26
42647,060226/0000,0.07,2.47,,25.78
42647,060226/1200,1.62,-2.2,119.98,27
42647,060227/0000,-1.05,0.97,,27.66
42647,060227/1200,,4.55,,10.42
42647,060228/0000,-3.22,-0.57,275.98,33.09
42647,060228/1200,5.89,4.87,84.01,22.39
42647,060101/0000,7.57,9.83,0.52,18.44
42647,060101/1200,12.19,6.08,70.01,18.08
42647,060102/0000,7.91,14.17,,18.98
42647,060102/1200,12.34,10.09,206.52,36.14
42647,060103/0000,11.87,16.57,,15.73
42647,060104/0000,7.57,15,,9.68
42647,060104/1200,8.86,5.8,73.66,18.85
42647,060105/0000,-0.62,11.76,,24.85
42647,060106/0000,1.31,7.4,,21.72
42647,060106/1200,4.5,6.86,,16.18
42647,060107/0000,3.97,9.32,,13.53
42647,060107/1200,6.59,10.79,109.39,18.17
42647,060108/0000,9.8,11.69,,9.31
42647,060108/0300,7.98,9.42,,11
42647,060108/1200,,10.45,,2.32
42647,060109/0000,9.05,10.16,,17
42647,060109/1200,8.38,7.9,30.98,12.46
42647,060110/1200,12.37,9.08,45.01,10.72
42647,060111/0000,12.63,21.61,,7.24
42647,060111/1200,8.92,6.85,94.01,16.69
42647,060112/0000,16.39,18.76,,11.73
42647,060112/1200,15.72,9.71,56.99,17.46
42647,060113/0000,16.43,18.57,,11.75
42647,060113/1200,12.87,6.87,71,22.45
42647,060114/0000,17.32,19.98,,9.59
42647,060114/1200,12.39,5.39,67.02,16.19
42647,060115/0000,12.83,19.59,,8.89
42647,060115/1200,9.73,7.64,56,13.68
42647,060121/0000,7.65,13.96,,18.02
42647,060121/1200,17.38,13.77,66.98,11.02
42647,060122/0000,16.33,15.26,,6.03
42647,060122/1200,15.59,13.93,125.99,11.58
42647,060123/0000,15.76,17.03,,16.73
42647,060123/1200,8.69,5.04,132.58,18.64
42647,060124/1200,6.68,4.44,118.81,22.13
42647,060125/0000,8.45,11.74,,17.74
42647,060125/1200,17.28,11.95,56.99,12.82
42647,060126/0000,10.81,13.18,,14.32
42647,060126/1200,12.49,10.54,33,13.6
42647,060127/0000,4.84,11.3,,26.8
42647,060127/1200,5.55,5.17,109.8,28.57
42647,060128/0000,9.02,9.57,,16.38
42647,060128/1200,14.14,3.32,16.09,17.39
42647,060129/0000,9.71,9.61,,13.99
42647,060129/1200,8.5,3.22,26.8,23.33
42647,060130/0000,6.92,7.93,,14.78
42647,060130/1200,8.48,5.49,33,17
42647,060131/0000,7.65,9.21,,16.22
42647,060131/1200,4.09,6.12,122.39,22.19
42647,051201/0000,12.14,10.02,54,20.82
42647,051201/1200,13.52,27.09,43.98,10.74
42647,051202/0000,2.71,10.21,166.19,25.84
42647,051202/1200,2.02,-2.18,178.61,29.41
42647,051203/0000,0.82,6.7,147.17,28.63
42647,051204/0000,4.83,7.9,86.39,18.11
42647,051204/1200,3.01,0.4,112.79,20.19
42647,051205/0000,15.39,11.5,31,14.67
42647,051205/1200,7.5,1.95,76.6,18.3
42647,051206/1200,11.22,4.56,40,14.44
42647,051207/0000,14.53,15.8,46.55,11.3
42647,051207/1200,18.19,7.36,52,18.3
42647,051208/0000,8.93,14.39,75.01,12.61
42647,051208/1200,16.29,12.71,42.99,12.82
42647,051209/0000,10.59,18.11,27,10.25
42647,051209/1200,8.37,6.45,68.99,9.3
42647,051210/0000,8.03,12.35,63.59,13.54
42647,051210/1200,7.79,6.94,68.58,16.82
42647,051211/0000,13.81,14.7,38,7.37
42647,051211/1200,9.45,4.6,64.79,24.76
42647,051212/1200,8.81,6.59,66.93,18.91
42647,051213/0000,24.47,20.96,52,8.53
42647,051213/1200,12.46,6.22,31,19.58
42647,051214/0000,,16.78,,7.95
42647,051214/1200,10.95,6.64,43.01,17.43
42647,051215/0000,12.12,12.9,45.01,10.03
42647,051215/1200,11.96,4.38,33.97,12.46
42647,051216/0000,9.82,10.17,,11.59
42647,051216/1200,4.62,-0.05,121.59,23.23
42647,051217/0000,13.31,13.75,37,8.02
42647,051217/1200,15.35,10.62,47.98,13.77
42647,051218/0000,11.89,12.58,46.99,8.19
42647,051218/1200,19.43,16.3,53.98,9.4
42647,051219/0000,12.87,8.8,54.97,18.36
42647,051219/1200,10.78,6.61,54.99,17.62
42647,051220/0000,11.18,11.14,56.99,13.81
42647,051220/1200,8.21,2.67,86,18.12
42647,051221/0000,5.92,9.34,69.02,11.41
42647,051221/1200,11.64,7.49,51.98,8.89
42647,051222/0000,6.03,13.84,68.21,13.35
42647,051222/1200,4.65,1.72,144.22,15.84
42647,051223/0000,11.13,11.56,81,9.27
42647,051223/1200,12.9,9.6,67.02,8.68
42647,051224/0000,15.6,16.53,,10.75
42647,051224/1200,14.83,11.22,,8.38
42647,051225/0000,17.43,19.42,,9.15
42647,051225/1200,19.47,16.62,58.99,11.98
42647,051226/0000,16.57,20.68,,7.8
42647,051226/1200,12.39,8.12,35.99,20.77
42647,051227/1200,12.92,10.44,34.01,13.63
42647,051228/0000,6.1,10.58,,29.54
42647,051228/1200,7.39,2.56,103.41,23.62
42647,051229/0000,8.57,7.31,,29.32
42647,051229/1200,7.18,4.1,106.19,19.56
42647,051230/0000,9.54,10.98,,17.19
42647,051230/1200,6.82,5.66,112.2,18.17
42647,051231/0000,9.46,9.89,,10.69
42647,051231/1200,11.44,2.05,89.01,16.94
42647,051101/0000,13.17,15.21,43.18,10.51
42647,051101/1200,8.33,6.63,103.59,17.7
42647,051102/0000,10.18,10.53,71.98,13.73
42647,051102/1200,1.75,0.69,163.39,27.07
42647,051103/1200,,4.16,,30.97
42647,051104/0000,0.03,0.42,143.58,10.58
42647,051104/1200,5.92,5.29,104.81,29.93
42647,051105/0000,0.46,1.29,157.57,37.44
42647,051105/1200,3.28,-0.36,138.99,26.86
42647,051106/0000,3.37,2.16,109.61,15.83
42647,051106/1200,4.89,3.7,105.21,22.23
42647,051107/0000,7.89,14.58,62.38,18.11
42647,051107/1200,3.59,-3.85,138.8,29.94
42647,051108/0000,9.7,9.07,68.72,18.5
42647,051108/1200,7.1,3.49,144.19,26.34
42647,051109/0000,11.28,5.9,42,15.73
42647,051109/1200,13.38,5.79,60.99,8.48
42647,051110/0000,14.23,19.5,42,3.9
42647,051110/1200,15.17,3.46,37,30.09
42647,051111/0000,11.59,19.29,34.79,16.16
42647,051111/1200,8.14,5.81,78.81,11.63
42647,051112/1200,13.59,12.86,30.79,12.24
42647,051113/0000,11.03,11.12,24.01,8.67
42647,051113/1200,7.05,7.62,106.2,17.52
42647,051114/0000,23.17,24.13,17.99,6.03
42647,051114/1200,7.98,7.18,109.19,16.85
42647,051115/0000,9.97,16.55,34.01,11.99
42647,051115/1200,7.38,7.41,99.4,12.21
42647,051116/0000,9.99,14.06,57.21,17.49
42647,051116/1200,5.18,3.7,157.81,29.39
42647,051117/0000,5.1,11.98,89.38,17.87
42647,051117/1200,29.25,2.23,29.37,19.23
42647,051118/0000,5.64,10.29,121.61,23.36
42647,051118/1200,10.59,6.2,30.98,14.41
42647,051119/0000,16.12,14.47,32.01,14.44
42647,051119/1200,7.99,1.5,44.8,23.8
42647,051120/1200,2.79,0.23,162.99,34.51
42647,051121/0000,7.03,4.65,24.01,15.12
42647,051121/1200,2.88,-1.96,125.98,30.31
42647,051122/0000,3.38,8.72,61.19,17.56
42647,051122/1200,9.63,6.57,46.81,20.35
42647,051123/0000,11.42,13.17,24.98,15.87
42647,051123/1200,7.79,-1.95,30.98,21.39
42647,051124/0000,6.05,9.82,60.4,14.61
42647,051124/1200,5.38,4.91,113.21,20.46
42647,051125/0000,4.26,7.2,74.38,17.25
42647,051125/1200,5.62,2.99,161.01,30.92
42647,051126/1200,2.11,-0.11,142,22.88
42647,051127/0000,3.23,7.63,103.58,18.22
42647,051127/1200,2.85,2.14,138.6,26.57
42647,051128/0000,11.18,7,47.01,10.71
42647,051128/1200,8.73,10.06,108.78,18.73
42647,051129/0000,6.11,15.27,128.61,14.84
42647,051129/1200,12.45,7.26,56.99,17.32
42647,051130/0000,16.89,18.62,235.25,12.49
42647,051130/1200,12.43,11.23,57.01,13.72
42647,051001/0000,3.93,0.13,173.01,46.8
42647,051001/1200,3.71,-1.77,240.18,78.19
42647,051002/0000,4.98,0.26,163.78,40.67
42647,051002/1200,6.15,0.31,172.6,39.42
42647,051003/0000,4.52,-2.09,166.01,32.86
42647,051003/1200,18.07,4.6,23,33.96
42647,051004/0000,7.78,-0.46,95.21,31.97
42647,051004/1200,8.44,-1.49,88.41,30.24
42647,051005/0300,8.79,2.73,98.81,50.46
42647,051006/0000,-4.72,-0.77,284.8,37.97
42647,051006/1200,6.57,0.97,159.21,37.74
42647,051007/0000,4.41,-5.59,158.2,45.48
42647,051007/1200,-2.11,-12.01,225.61,33.87
42647,051008/0000,7.65,8.47,79.59,17.73
42647,051008/1200,4.1,0.56,185.59,37.93
42647,051009/0000,3.35,1.38,138.41,17.47
42647,051009/1200,-0.14,3.02,177.38,28.38
42647,051010/0000,3.98,1.83,132.01,27.73
42647,051010/1200,5.1,5.86,136.01,23.62
42647,051011/0000,1.14,1.15,164.6,27.14
42647,051011/1200,6.45,1.67,130.41,25.79
42647,051012/0000,9.13,5,,22.1
42647,051012/1200,4.04,-1.84,153.39,28.14
42647,051013/0000,4.13,0.23,,22.76
42647,051013/1200,4.73,0.35,,33.61
42647,051014/0000,12.7,8.2,,27.48
42647,051014/1200,2.69,-0.37,184.61,34.54
42647,051015/0000,5.13,0.81,129.62,30.47
42647,051015/1200,4.89,0.94,176.59,30.91
42647,051016/0000,13.44,8.99,38.99,16.16
42647,051016/1200,1.91,0.52,234.99,37.63
42647,051017/0000,8.73,5.59,,27.03
42647,051017/1200,5.75,1.18,140.4,24.99
42647,051018/0000,8.24,11.84,,27.47
42647,051018/1200,11.16,4.16,58.98,26.42
42647,051019/0000,-0.22,0.88,,45.14
42647,051019/1200,6.14,-1.5,45.58,16.31
42647,051020/1200,10.45,8.85,59.79,19.35
42647,051021/0000,10.4,6.49,,22.55
42647,051021/1200,7.72,4.22,158,36.96
42647,051022/0000,9.15,6.99,,22.32
42647,051022/1200,10.02,9.39,194.21,30.91
42647,051023/0000,13.84,9.94,,15.7
42647,051023/1200,10.27,6.74,212.21,34.26
42647,051024/0000,16.1,16.9,,16.63
42647,051024/1200,9.18,5.43,,38.65
42647,051025/0000,9.35,11.27,75.21,17.49
42647,051025/1200,7.77,4.24,128.58,22.9
42647,051026/0000,-0.22,5.77,220,44.58
42647,051026/1200,6.24,7.34,123.59,23.79
42647,051027/0000,14.84,12.43,31,15.67
42647,051027/1200,1.81,-1.63,212.41,52.03
42647,051028/0000,11.53,11.26,21.29,14.57
42647,051028/1200,5.42,0.91,154.41,27.99
42647,051029/0000,13.02,18.71,28.01,11.09
42647,051029/1200,-6.5,-5.32,416.62,52.27
42647,051030/0000,14.29,16.51,23.99,11.28
42647,051030/1200,7.45,4.66,104.81,23.97
42647,051031/1200,10.77,8.39,128.99,13.53
42647,050901/0000,-72.99,-85.93,,26.58
42647,050901/1200,4.44,3.33,219.01,34.12
42647,050902/0000,2.71,-1.69,,43.92
42647,050902/1200,3.66,33.03,175.99,38.13
42647,050903/1200,5.16,-2.57,138.01,41.87
42647,050904/0000,-2.47,-1.22,,59.31
42647,050904/1200,1.12,-4.94,188.6,52.78
42647,050906/0000,,-5.91,,58.82
42647,050906/1200,-0.44,-5.6,,60.88
42647,050907/0000,-6.86,-5.98,,79.27
42647,050907/1200,-1.46,1.29,,70.69
42647,050908/0000,-1.44,-3.66,,63.27
42647,050908/1200,-0.76,-3.22,245.38,67.04
42647,050909/0000,-1.34,-2.92,245.58,61.25
42647,050909/1200,1.02,-5.57,195,65.59
42647,050910/0000,-2.39,-3.05,267.61,71.41
42647,050910/1200,2.33,-4.85,222.6,58.28
42647,050911/0000,2.22,0.82,257.59,68.41
42647,050911/1200,,-3.53,,64.84
42647,050912/0000,-4.04,-6.04,302.01,82.1
42647,050912/1200,-1.08,-4.24,569.6,70.44
42647,050913/0000,-3,-4.53,275.41,73.31
42647,050913/1200,0.79,-3.46,232.18,65.06
42647,050914/0000,-1.59,-2.61,264.6,82.69
42647,050915/1200,-1.9,-7.59,244.98,68.19
42647,050916/0000,-1.2,-4.8,265.8,61.34
42647,050916/1200,-0.52,-3.69,,73.18
42647,050917/0000,-0.63,-0.88,,61.71
42647,050917/1200,-1.29,-0.88,351.8,71.59
42647,050918/0000,1.3,-4.22,258.61,71.92
42647,050918/1200,-0.33,-3.07,255.21,73.35
42647,050919/0000,0.4,-3.21,244.02,62.33
42647,050919/1200,0.28,-3.2,264.8,62.75
42647,050920/0000,-12.87,-14.58,596.65,63.59
42647,050920/1200,-1.32,-7.56,,61.35
42647,050921/1200,-9.91,-13.24,515.02,63.17
42647,050922/0000,-3.36,-6.12,272.61,61.55
42647,050922/1200,-1.02,-3.86,290.8,70.35
42647,050923/0000,,-2.4,,57.14
42647,050923/1200,,0.51,,46.38
42647,050924/0000,2.73,3.45,251.92,71.32
42647,050924/1200,2.39,-4.46,232.19,51.01
42647,050925/0000,3.39,-3.7,239.2,44.53
42647,050925/1200,6.47,0.11,188.98,43.05
42647,050926/1200,,-3.54,,40.58
42647,050927/0000,4.99,0.41,193.99,33.94
42647,050928/0000,7.39,3.77,189.21,40.69
42647,050928/1200,5.75,0.24,,43.76
42647,050929/0000,4.91,-6.25,,26.44
42647,050929/1200,,-9.61,,43.98
42647,050930/0000,1.71,-0.01,215.38,26.36
42647,050930/1200,17.48,1.25,25.99,41.95
42647,050801/0000,1.78,-2.75,,60.13
42647,050802/0000,-0.9,-1.49,,77.45
42647,050805/0000,,29.62,,34.73
42647,050806/0000,-3.06,-3.35,,65.06
42647,050806/1200,0.53,-0.7,,59
42647,050807/0000,1.76,-2.77,,30.21
42647,050807/1200,18.16,14.24,,218.79
42647,050809/0000,1.09,-2.05,,42.04
42647,050809/1200,-1.56,-4.81,271.81,56.01
42647,050810/0000,-1.48,-2.34,,50.79
42647,050810/1200,,-6.06,,71.52
42647,050811/0000,-1.3,-3.59,,48.73
42647,050811/1200,-3.52,-5.07,,60.95
42647,050812/0000,-0.91,-3.44,,46.74
42647,050812/1200,-2.1,-3.94,,56.11
42647,050813/0000,11.36,26.65,,34.62
42647,050813/1200,-4.29,-3.01,,63.87
42647,050814/0000,0.21,-1.91,,52.17
42647,050814/1200,13.03,6.34,84.81,28.85
42647,050815/0000,0.3,-1.86,,52.75
42647,050815/1200,2.89,-2.68,225.99,50.49
42647,050816/0000,-1.99,-5.95,,59.09
42647,050817/0000,-5.47,-6.09,,72.61
42647,050817/1200,-2.2,-4.69,,67.73
42647,050818/0000,7.4,3.4,,51.47
42647,050818/1200,4.52,-1.45,214.39,56.65
42647,050819/0000,1.04,0.17,,62.01
42647,050819/1200,,-2.73,,59.17
42647,050820/0000,-0.17,-2.01,,63.32
42647,050821/0000,6,1.28,,45.87
42647,050821/1200,1.65,-3.25,,58.6
42647,050822/0000,5.22,1.64,,95.79
42647,050822/1200,7.65,1.01,186.2,34.26
42647,050823/1200,,35.96,,27.6
42647,050824/0000,8.48,-5.13,,64.95
42647,050824/1200,2.1,0.92,247.41,48.04
42647,050825/0000,6.12,0.89,,40.57
42647,050826/0000,,2.48,,41.29
42647,050826/1200,4.51,1,,53.14
42647,050827/0000,,-0.53,,16.72
42647,050828/0000,3.99,-0.2,,45.55
42647,050828/1200,2.8,0.06,,58.82
42647,050829/0000,4.6,0.35,,47.29
42647,050829/1200,2.22,-2.22,200.81,48.9
42647,050830/0000,1.65,-2.81,,61.17
42647,050830/1200,7.08,0.23,158.98,47.77
42647,050831/0000,4.7,2.28,199.8,36.84
42647,050831/1200,-0.46,-1.74,,40.75
42647,050701/1200,,,,76.36
42647,050702/0000,,,,61.72
42647,050702/1200,-2.59,-3.63,,82.12
42647,050703/0000,-3.9,-2.38,,82.29
42647,050703/1200,-0.89,-6.35,260.4,136.78
42647,050704/0000,0.36,-4.63,281.79,71.24
42647,050704/1200,-2.93,0,351.42,70.13
42647,050705/0000,-3.63,-7.35,293.42,50.26
42647,050705/1200,8.73,6.07,,51.93
42647,050706/0000,-4.97,-10.1,316.4,48.5
42647,050706/1200,,-11.71,,71.38
42647,050707/0000,-2.41,-1.9,298.56,70.36
42647,050707/1200,1.04,-5.08,263.79,68.52
42647,050708/0000,-2.86,-5.09,293.2,68.49
42647,050708/1200,-1.01,-4.97,259.79,47.37
42647,050709/1200,11.92,-2.34,,68.67
42647,050710/0000,,-0.74,,48.63
42647,050711/0000,11.96,3.84,145.61,47.44
42647,050711/1200,-0.32,-1.52,,71.53
42647,050712/0000,-0.67,-6.11,248.18,75.69
42647,050712/1200,1.78,-2.72,217.19,58.88
42647,050713/0000,,-4.75,,54.13
42647,050714/0000,-1.48,-3.93,236.21,56.67
42647,050714/1200,-2.45,-8.78,320.19,91.4
42647,050715/0000,0.48,-2.26,233.87,64.01
42647,050715/1200,0.3,0.43,305.79,71.91
42647,050715/2100,1.36,-1.01,238.79,59.54
42647,050716/1200,5.5,-0.49,221.79,54.15
42647,050717/0000,0.92,-4.73,233.21,59.71
42647,050717/1200,2.85,-1.05,253.59,68.69
42647,050718/1200,,-1.68,,57.89
42647,050719/0000,-4.01,-4.43,262.81,68.75
42647,050719/1200,1.46,-1.67,269.41,69.48
